filename,song_title,artist,genre
All_The_Way_-_Just_Matthew_spectrogram.png,All The Way,Just Matthew,Hip-Hop
Love_You_More_-_Kavi_Jezzie_Hockaday_spectrogram.png,Love You More,Kavi Jezzie Hockaday,Folk / Acoustic
Force_-_Wordsmith (1)_spectrogram.png,Force,Wordsmith (1),Hip-Hop
No_Handlebars_-_Wayne_Gordon_spectrogram.png,No Handlebars,Wayne Gordon,Rock
Take_me_down_the_hills_-_Bob_Rocket_music_(2)_spectrogram.png,Take me down the hills,Bob Rocket music (2),Folk / Acoustic
Rainbow_-_Maya_Filipic_spectrogram.png,Rainbow,Maya Filipic,Instrumental / Piano
Perfect_View_-_Klassik_Frescobar_spectrogram.png,Perfect View,Klassik Frescobar,Hip-Hop
Wing_Man_-_Album_Flight_-_Artist_Dan_Davies_-_Dan_Davies_spectrogram.png,Wing Man - Album Flight - Artist Dan Davies,Dan Davies,Pop / Rock
Marine_Drive_-_Tuesday_in_Japan_spectrogram.png,Marine Drive,Tuesday in Japan,Indie Rock
Opportunity_Steals_Your_Love_-_MOGU_spectrogram.png,Opportunity Steals Your Love,MOGU,Electronic
Okay_-_Sam_Opoku_spectrogram.png,Okay,Sam Opoku,Alternative R&B
Forever_-_SEKS_spectrogram.png,Forever,SEKS,Pop
Deep_Meditation_-_Stock_Studio_spectrogram.png,Deep Meditation,Stock Studio,Ambient
One_Hell_of_a_Way_-_The_Devil_Music_Co._(2)_spectrogram.png,One Hell of a Way,The Devil Music Co. (2),Rock
Filename,Song Title,Artist,Genre
Fluorescence_-_Polytronik_spectrogram.png,Fluorescence,Polytronik,Electronic
No_Prayers_-_Pokki_DJ_(2)_spectrogram.png,No Prayers,Pokki DJ (2),Electronic
b_å_r_k_a_(feat._bARTek)_-_Tab_(2)_spectrogram.png,b å r k a (feat. bARTek),Tab (2),Electronic
Luck's_All_Gone_-_The_Devil_Music_Co._(2) (1)_spectrogram.png,Luck's All Gone,The Devil Music Co. (2) (1),Rock
Virus_-_Infraction_spectrogram.png,Virus,Infraction,Electronic
Night_Life_-_The_Spin_Wires_(2) (1)_spectrogram.png,Night Life,The Spin Wires (2) (1),Punk Rock
underground_-_AKS_amp_El_project_(2)_spectrogram.png,underground,AKS amp El project (2),Electronic
Do_you_miss_me_-_Midnight_Prefou (1)_spectrogram.png,Do you miss me,Midnight Prefou (1),Pop
Kentix_-_Nos_vies_-_Kentix_spectrogram.png,Kentix - Nos vies,Kentix,Pop
flying_down_-_Higgins_(3)_spectrogram.png,flying down,Higgins (3),Electronic
Always_-_THE_DLX (2)_spectrogram.png,Always,THE DLX (2),Pop
christo4us_-_luminos_spectrogram.png,christo4us,luminos,Electronic
Criminal_-_Axl_amp_Arth_spectrogram.png,Criminal,Axl amp Arth,Electronic
Born_Again_-_grace.valhalla_spectrogram.png,Born Again,grace.valhalla,Electronic
Crazy_About_You_-_Square_a_Saw_spectrogram.png,Crazy About You,Square a Saw,Pop / Electronic
Pizzy_Walk_-_nicoco_spectrogram.png,Pizzy Walk,nicoco,Electronic
Que_Aquí_Estoy_Yo_-_Alfonso_Lugo_spectrogram.png,Que Aquí Estoy Yo,Alfonso Lugo,Latin / Pop
Fortadelis_-_Egoist_spectrogram.png,Fortadelis,Egoist,Hip-Hop
Empty_the_Bank_-_R._B._Hitz_spectrogram.png,Empty the Bank,R. B. Hitz,Hip-Hop
Kentix_-_Émotion_-_Kentix (1)_spectrogram.png,Kentix - Émotion,Kentix (1),Pop
Man_in_the_Window_-_Michael_Ellis_spectrogram.png,Man in the Window,Michael Ellis,Pop
LA_OTRA_-_Lessky_spectrogram.png,LA OTRA,Lessky,Latin / Pop
A_Common_Tale_-_Radio_Star_spectrogram.png,A Common Tale,Radio Star,Pop
Not_My_Problem_-_All_My_Friends_Hate_Me_spectrogram.png,Not My Problem,All My Friends Hate Me,Indie Rock
Stingray_-_Lisofv_spectrogram.png,Stingray,Lisofv,Electronic
This_Is_War_-_AIRE (1)_spectrogram.png,This Is War,AIRE (1),Electronic
"So_Far_As_I_Know_-_Take_My_Hand,_We're_Gonna_Be_Fine_spectrogram.png",So Far As I Know," Take My Hand, We're Gonna Be Fine",Indie Pop
FROSTiE_-_Modern_Day_Slaves_spectrogram.png,FROSTiE,Modern Day Slaves,Hip-Hop
Last_Fight_for_the_Championship_-_Double_Hilt_spectrogram.png,Last Fight for the Championship,Double Hilt,Rock / Metal
Fresh_-_soundshrim_spectrogram.png,Fresh,soundshrim,Electronic
Dreamy_road_-_Christian_Petermann_spectrogram.png,Dreamy road,Christian Petermann,Instrumental
Worth_It_-_Color_Out_spectrogram.png,Worth It,Color Out,Rock
Filename,Song Title,Artist,Genre
The_Grand_Paris_Express_-_Caitlin_MacNamara_spectrogram.png,The Grand Paris Express,Caitlin MacNamara,Pop
Venu_d'ailleurs_-_Laurent_Danis (1)_spectrogram.png,Venu d'ailleurs,Laurent Danis (1),Instrumental / Ambient
Lost_Balloon_-_Tab_(2)_spectrogram.png,Lost Balloon,Tab (2),Electronic
Sleep_-_Spa_Relax (1)_spectrogram.png,Sleep,Spa Relax (1),Ambient / Relaxation
MAMA_AFRICA_-_petite_viking_spectrogram.png,MAMA AFRICA,petite viking,World / African
Popuri_-_Dal_Studio_spectrogram.png,Popuri,Dal Studio,Instrumental
Igor_Pumphonia_-_Vanishing_Mirage_-_ChillRecords_spectrogram.png,Igor Pumphonia - Vanishing Mirage,ChillRecords,Electronic / Chill
Show_Me_-_AIRE (1)_spectrogram.png,Show Me,AIRE (1),Electronic
Astray_-_EGOR_BUDENNYY_spectrogram.png,Astray,EGOR BUDENNYY,Electronic
Arom_-_Picture_spectrogram.png,Arom,Picture,Pop
Regressar_-_Instrumental_Version_-_Marcus_Rasseli_spectrogram.png,Regressar - Instrumental Version,Marcus Rasseli,Instrumental / Ambient
Big_Spenders_-_Ralph_Da_God_(3)_spectrogram.png,Big Spenders,Ralph Da God (3),Hip-Hop
It_Is_Well_-_The_Devil_Music_Co._(2)_spectrogram.png,It Is Well,The Devil Music Co. (2),Rock
Filename,Song Title,Artist,Genre
Ashot_Danielyan_Composer_-_Airy_Morning_(Meditative_Relaxing) (1)_spectrogram.png,Ashot Danielyan Composer,Airy Morning (Meditative Relaxing) (1),Ambient / Meditation
Nayah_-_hipnotised_-_Nayah_spectrogram.png,Nayah - hipnotised,Nayah,Pop
Triumphant_-_Axl_amp_Arth_spectrogram.png,Triumphant,Axl amp Arth,Electronic
Molotov_Heart_-_radionowhere (1)_spectrogram.png,Molotov Heart,radionowhere (1),Alternative Rock
Paranoia_-_Anthony_Rubery_spectrogram.png,Paranoia,Anthony Rubery,Electronic
issa_vibe_-_Rxbyn_spectrogram.png,issa vibe,Rxbyn,R&B
love_letters_-_Alexander_Franke_spectrogram.png,love letters,Alexander Franke,Pop
Creating_new_tyrans_-_Absolution_Free_spectrogram.png,Creating new tyrans,Absolution Free,Rock / Metal
AVANT-BEATS_-_Chillhop_spectrogram.png,AVANT-BEATS,Chillhop,Lo-fi Hip Hop
Fifth_Grade_-_The_Spin_Wires_(2) (1)_spectrogram.png,Fifth Grade,The Spin Wires (2) (1),Punk Rock
Sentimental_-_GrayMic_spectrogram.png,Sentimental,GrayMic,Lo-fi / Hip-Hop
stuck_on_you_t1_-_Emmanuel1_spectrogram.png,stuck on you t1,Emmanuel1,R&B
A_l'ancienne_-_DR_GROOVE_GANG (1)_spectrogram.png,A l'ancienne,DR GROOVE GANG (1),Funk / Soul
Leave_me_now_-_november11_spectrogram.png,Leave me now,november11,Electronic
Sway_-_Aquarius_Blue_spectrogram.png,Sway,Aquarius Blue,R&B
Lite_Saturation_-_Run_to_the_Dream_(Romantic_and_Beautiful_Background_Piano_Music)_spectrogram.png,Lite Saturation,Run to the Dream (Romantic and Beautiful Background Piano Music),Instrumental / Piano
Okay_Boomhauer_-_Always_Waiting_spectrogram.png,Okay Boomhauer,Always Waiting,Indie Rock
Jplucky_-_Shuffle_for_K.M (1)_spectrogram.png,Jplucky,Shuffle for K.M (1),Instrumental
Soft_Piano_-_DmitriyTaras_(2)_spectrogram.png,Soft Piano,DmitriyTaras (2),Instrumental / Piano
BASXHKZIR_-_BASXHKZIR_-_Dancing_spectrogram.png,BASXHKZIR - BASXHKZIR,Dancing,Electronic / Dance
Learn_From_Me_-_Jonathan_Dimmel_spectrogram.png,Learn From Me,Jonathan Dimmel,Pop
Ocean_-_David_Davis_spectrogram.png,Ocean,David Davis,Ambient / Electronic
Summer_-_Michael_Ellis_spectrogram.png,Summer,Michael Ellis,Pop
"Carbon_Casca_-_Heart_Broken_(Feat._Leslie_Carron,_TaBBz_&_Davonia)_-_Carbon_Casca_spectrogram.png","Carbon Casca - Heart Broken (Feat. Leslie Carron, TaBBz & Davonia) ",Carbon Casca,Hip-Hop
Emotional_Piano_Ballad_-_FollowMe_(2)_spectrogram.png,Emotional Piano Ballad,FollowMe (2),Instrumental
Fashion_City_-_xTrain_spectrogram.png,Fashion City,xTrain,Electronic
Drone_Ambient_-_TheQLon (1)_spectrogram.png,Drone Ambient,TheQLon (1),Ambient
Home_-_eve_(5)_spectrogram.png,Home,eve (5),Pop
Cherry_Pie_Ft._Zio_-_Kidd_Young_spectrogram.png,Cherry Pie Ft. Zio,Kidd Young,Hip-Hop
lofi_hip_hop_trevel_relax_-_Sergei_(4)_spectrogram.png,lofi hip hop trevel relax,Sergei (4),Lo-fi Hip Hop
Vizio_di_Forma_+_Silente_-_Viziodiforma (1)_spectrogram.png,Vizio di Forma + Silente,Viziodiforma (1),Alternative Rock
Bulbasound_-_Beautiful_Sleep_Music (1)_spectrogram.png,Bulbasound,Beautiful Sleep Music (1),Ambient / Relaxation
The_Flood_-_BLC_MIRROR_CLB (1)_spectrogram.png,The Flood,BLC MIRROR CLB (1),Electronic
Dead_Weight_-_Villainelle_spectrogram.png,Dead Weight,Villainelle,Alternative Rock
Scotland_Is_Calling_-_Roy_Smiles_(3)_spectrogram.png,Scotland Is Calling,Roy Smiles (3),Folk
Bulbasound_-_Beautiful_Sleep_Music_spectrogram.png,Bulbasound,Beautiful Sleep Music,Ambient / Relaxation
Exennials_-_The_Plecs_spectrogram.png,Exennials,The Plecs,Rock
Epic_Inspiration_-_newtone_spectrogram.png,Epic Inspiration,newtone,Cinematic
Georgetown_Cafe_-_Popoi_spectrogram.png,Georgetown Cafe,Popoi,Jazz
A_Break_in_the_Clouds_-_PNFA_spectrogram.png,A Break in the Clouds,PNFA,Electronic
The_Woods_fea_Mauro_Castucci_-_Man_On_The_Sea_-_The_woods_spectrogram.png,The Woods fea Mauro Castucci - Man On The Sea,The woods,Rock
Just_A_Fling_-_The_Spin_Wires_(2) (1)_spectrogram.png,Just A Fling,The Spin Wires (2) (1),Punk Rock
Let_Go_-_Virgin_Joy (1)_spectrogram.png,Let Go,Virgin Joy (1),Pop
Double_Lyrical_-_Icing_on_the_Cake_(WAV)_-_Double_Lyrical_spectrogram.png,Double Lyrical - Icing on the Cake (WAV),Double Lyrical,Hip-Hop
Time_Is_a_Fire_-_The_Spin_Wires_(2)_spectrogram.png,Time Is a Fire,The Spin Wires (2),Punk Rock
Meditation_-_Alexander_Lyamin_spectrogram.png,Meditation,Alexander Lyamin,Ambient
Loud.drop_-_Loud.drop_-_Real_spectrogram.png,Loud.drop - Loud.drop,Real,Electronic
No_Rest_Or_Endless_Rest_-_Lisofv_spectrogram.png,No Rest Or Endless Rest,Lisofv,Electronic
Face_Down_-_NF_GS_spectrogram.png,Face Down,NF GS,Hip-Hop
Vito_De_Curl_-_Droll_spectrogram.png,Vito De Curl,Droll,Rock
African_Mbira_with_Percussion_-_AkashicRecords_spectrogram.png,African Mbira with Percussion,AkashicRecords,World / African
Depth_of_Night_-_TransistorBuddha (1)_spectrogram.png,Depth of Night,TransistorBuddha (1),Ambient
Lemon_Pop_-_the.verandas_spectrogram.png,Lemon Pop,the.verandas,Indie Pop
All_I_Want_-_Esteban_Campbell_spectrogram.png,All I Want,Esteban Campbell,Pop
As_I_Am_-_joshwoodward_spectrogram.png,As I Am,joshwoodward,Folk / Acoustic
Igor_Pumphonia_-_Igor_Pumphonia_-_The_Other_Way_(2nd_Version)_spectrogram.png,Igor Pumphonia - Igor Pumphonia,The Other Way (2nd Version),Electronic / Chill
Mourning_Day_-_SadMe (2)_spectrogram.png,Mourning Day,SadMe (2),Rock
Outta_My_League_-_Double-F_The_King_spectrogram.png,Outta My League - Double,F The King,Hip-Hop
Si_-_Arom_spectrogram.png,Si,Arom,Pop
Straight_12_-_Stefan_Kartenberg_spectrogram.png,Straight 12,Stefan Kartenberg,Jazz
Bonus_track_2_-_(Heaven_for_us_is_under_the_shadow_of_spears)_-_Ivan_Tregub_spectrogram.png,Bonus track 2 - (Heaven for us is under the shadow of spears),Ivan Tregub,Rock
I_Want_My_Dinner_-_Robo_Dukun_spectrogram.png,I Want My Dinner,Robo Dukun,Electronic
Take_Time_-_Square_a_Saw_spectrogram.png,Take Time,Square a Saw,Pop / Electronic
LA_Scallywag_-_Hypotenuse_spectrogram.png,LA Scallywag,Hypotenuse,Electronic
Madrid_-_The_Vow_spectrogram.png,Madrid,The Vow,Pop
Underground_-_George_Capon (2)_spectrogram.png,Underground,George Capon (2),Indie Pop
Searching_for_Jim_-_Derk_BamBoo_spectrogram.png,Searching for Jim,Derk BamBoo,Electronic
Renatus_Cartesius_-_Un_Soir_Romantique_(Re-Recorded_Version)_spectrogram.png,Renatus Cartesius - Un Soir Romantique (Re,Recorded Version),Classical
PUETO_PA_LO_MIO_RECORDS_-_JORDAN_23_-_PUETO_PA_LO_MIO_RECORDS_Presenta_spectrogram.png,PUETO PA LO MIO RECORDS - JORDAN 23,PUETO PA LO MIO RECORDS Presenta,Latin / Hip-Hop
Distance_-_Double-F_The_King_spectrogram.png,Distance,Double-F The King,Hip-Hop
Cerebro_reptiliano(Prod.K.El_Nigromante)_-_Edfish_(3)_spectrogram.png,Cerebro reptiliano(Prod.K.El Nigromante),Edfish (3),Hip-Hop
2Inventions_-_0db_-_Adelaide_(8f_Remaster)_spectrogram.png,2Inventions - 0db,Adelaide (8f Remaster),Electronic
New_Dream_-_B3B0CK_spectrogram.png,New Dream,B3B0CK,Electronic
She_got_a_way_-_Nghtshft_spectrogram.png,She got a way,Nghtshft,R&B
Digital_Wave_-_Rasco_spectrogram.png,Digital Wave,Rasco,Electronic
Sunrise_in_Limbo_-_Lofi_-_Pavle_spectrogram.png,Sunrise in Limbo - Lofi,Pavle,Lo-fi
ARMA_-_Speaker_System_spectrogram.png,ARMA,Speaker System,Electronic
Do_You_Still_Dream_-_Explosive_Ear_Candy_spectrogram.png,Do You Still Dream,Explosive Ear Candy,Pop Rock
Toujours_l'enfant_cherche_sa_mère_-_KAENEL_spectrogram.png,Toujours l'enfant cherche sa mère,KAENEL,Pop
Travel_(k21)_-_avanea_spectrogram.png,Travel (k21),avanea,Electronic
Sensitive_-_Infraction_spectrogram.png,Sensitive,Infraction,Electronic
Mind_Reader_-_Liv_Margaret_spectrogram.png,Mind Reader,Liv Margaret,Indie Pop
Cephas_-_In_Place_spectrogram.png,Cephas,In Place,Electronic
Lo-Fi_Beat_-_Dmitriy_(2)_spectrogram.png,Lo-Fi Beat,Dmitriy (2),Lo-fi
moi_toi_-_Martin_Doriand_spectrogram.png,moi toi,Martin Doriand,Pop
Metamorphosis_-_project.divinity_spectrogram.png,Metamorphosis,project.divinity,Electronic
Arto_Kumanto_-_Triplet_Droplet_spectrogram.png,Arto Kumanto,Triplet Droplet,Electronic
Oleja_Kaba_-_Liberation_(Radio_Edit)_spectrogram.png,Oleja Kaba,Liberation (Radio Edit),Electronic
My_Forever_-_Kaitlyn_Morell_spectrogram.png,My Forever,Kaitlyn Morell,Pop
Palmo_X_&_Patiloe_-_Overthink_-_Palmo_X_spectrogram.png,Palmo X & Patiloe - Overthink,Palmo X,Electronic
Past_Life_-_Luzius_Stone_spectrogram.png,Past Life,Luzius Stone,Pop
StimiBeats_-_Mystical_River (1)_spectrogram.png,StimiBeats,Mystical River (1),Ambient
Øraeth_-_still_falling_spectrogram.png,Øraeth,still falling,Alternative Rock
XENEZE_-_XENEZE_-_Hush_spectrogram.png,XENEZE - XENEZE,Hush,Deep House
comming_down_-_DeZeL_spectrogram.png,comming down,DeZeL,Electronic
Way_Downtown_-_PhaZer_(2)_spectrogram.png,Way Downtown,PhaZer (2),Rock / Metal
S.C._Chris_-_Bad_spectrogram.png,S.C. Chris,Bad,Hip-Hop
Hypnotic_-_freshbodyshop_spectrogram.png,Hypnotic,freshbodyshop,Rock / Alternative
Filename,Song Title,Artist,Genre
Song_Of_My_Life_-_Eliot_Feldman_spectrogram.png,Song Of My Life,Eliot Feldman,Pop
The_Silhouet_-_Get_Around_spectrogram.png,The Silhouet,Get Around,Indie Pop
Cephas_-_Euphoric_spectrogram.png,Cephas,Euphoric,Electronic
Kiss_Me_-_Liv_Margaret_spectrogram.png,Kiss Me,Liv Margaret,Indie Pop
Sleeping_Pills_&_Asteroids_-_The_Gasoline_Brothers_(2)_spectrogram.png,Sleeping Pills & Asteroids,The Gasoline Brothers (2),Rock
RS_Audio_-_Over_The_Skies_-_RS_Audio_spectrogram.png,RS Audio - Over The Skies,RS Audio,Electronic
Hangin_On_-_SEKS_spectrogram.png,Hangin On,SEKS,Pop
Standing_Still_-_EveryNowHere (1)_spectrogram.png,Standing Still,EveryNowHere (1),Electronic
Fire_fighter_-_Stefan_Kartenberg_spectrogram.png,Fire fighter,Stefan Kartenberg,Jazz
Come_Fly_With_Me_-_Monkeyland_(2)_spectrogram.png,Come Fly With Me,Monkeyland (2),Alternative Rock
Kings_Cross_-_A_Summers_Evening_-_Bemused_spectrogram.png,Kings Cross - A Summers Evening,Bemused,Indie Rock
Driftwood_-_The_Imaginary_Suitcase_(2)_spectrogram.png,Driftwood,The Imaginary Suitcase (2),Folk
Get_Up_-_Seth_Power_(2)_spectrogram.png,Get Up,Seth Power (2),Pop
LOKIXXIMO_-_Lokixximo_-_La_Calle_No_Juega_spectrogram.png,LOKIXXIMO - Lokixximo,La Calle No Juega,Latin / Hip-Hop
Colorful_Creation_-_Decision_Space_spectrogram.png,Colorful Creation,Decision Space,Ambient / Electronic
Man_in_the_Window_-_Michael_Ellis (1)_spectrogram.png,Man in the Window,Michael Ellis (1),Pop
b_å_r_k_a_(feat._bARTek)_-_Tab_(2) (1)_spectrogram.png,b å r k a (feat. bARTek),Tab (2) (1),Electronic
Venu_d'ailleurs_-_Laurent_Danis_spectrogram.png,Venu d'ailleurs,Laurent Danis,Instrumental / Ambient
Somebody_Else_-_Back_On_Earth_spectrogram.png,Somebody Else,Back On Earth,Alternative Rock
Who_Am_I_-_Rubbish_Rabbits_spectrogram.png,Who Am I,Rubbish Rabbits,Alternative Rock
Blood_-_All_My_Friends_Hate_Me (2)_spectrogram.png,Blood,All My Friends Hate Me (2),Indie Rock
Heroes_-_Back_On_Earth_spectrogram.png,Heroes,Back On Earth,Alternative Rock
Runaway_-_Simillar_spectrogram.png,Runaway,Simillar,Pop
Winter_-_Carrying_Goodness_spectrogram.png,Winter,Carrying Goodness,Rock
World_Is_Mine_-_Anitek_spectrogram.png,World Is Mine,Anitek,Electronic / Hip-Hop
Mourning_Day_-_SadMe (1)_spectrogram.png,Mourning Day,SadMe (1),Rock
Lady_Bee_-_The_NUV_spectrogram.png,Lady Bee,The NUV,Electronic
Lucky_and_Ugly_-_freshbodyshop_spectrogram.png,Lucky and Ugly,freshbodyshop,Rock / Alternative
When_Love_Is_Right_-_Songwriterz_(2)_spectrogram.png,When Love Is Right,Songwriterz (2),Pop
Something_Happened_-_Paper_Clips_spectrogram.png,Something Happened,Paper Clips,Indie Rock
LOKIXXIMO_-_Lokixximo_-_La_Calle_No_Juega_spectrogram.png,LOKIXXIMO - Lokixximo,La Calle No Juega,Latin / Hip-Hop
The_Mountain_-_Meditation (1)_spectrogram.png,The Mountain,Meditation (1),Ambient / Meditation
solemn_nocturne_-_Ilia_Kutepov_spectrogram.png,solemn nocturne,Ilia Kutepov,Classical
Don't_Wanna_Go_-_THE_DLX_spectrogram.png,Don't Wanna Go,THE DLX,Pop
Millonaro_-__Minor_Tunez_-_Minor_Tunez_(3)_spectrogram.png,Millonaro -  Minor Tunez,Minor Tunez (3),Hip-Hop
Love_Me_Notts_-_Hazernomical_spectrogram.png,Love Me Notts,Hazernomical,Electronic
Spirit_of_Africa_-_gregoire.lourme_spectrogram.png,Spirit of Africa,gregoire.lourme,World / African
Passion_-_DiSantos_spectrogram.png,Passion,DiSantos,Electronic
In_My_Mind_-_Laminar_spectrogram.png,In My Mind,Laminar,Electronic
Something_that_-_BEARDMAN_spectrogram.png,Something that,BEARDMAN,Electronic
MCO_Feat_Eliisa_K_-_Just_Me_And_You_-_Marco_Margna_spectrogram.png,MCO Feat Eliisa K - Just Me And You,Marco Margna,Electronic
A_Lonely_Road_-_Caleb_Lemond (1)_spectrogram.png,A Lonely Road,Caleb Lemond (1),Folk
Cephas_-_Moonlight_spectrogram.png,Cephas,Moonlight,Electronic
Nightwatcher_-_Vegasis_spectrogram.png,Nightwatcher,Vegasis,Electronic
Proud_-_Wordsmith_spectrogram.png,Proud,Wordsmith,Hip-Hop
The_House_that_leaves_you_always_wanting_more_-_Monkeyland_(2)_spectrogram.png,The House that leaves you always wanting more,Monkeyland (2),Alternative Rock
Talk_a_Little_-_samiebower_(2)_spectrogram.png,Talk a Little,samiebower (2),Alternative R&B
Dolo_Tonight_-_Stranger_Things_spectrogram.png,Dolo Tonight,Stranger Things,Alternative Rock
Dont_Go_Out_Tonight_-_Kinematic_spectrogram.png,Dont Go Out Tonight,Kinematic,Indie Rock
"Fantasia_No.4,_misterioso_-_peecee_spectrogram.png","Fantasia No.4, misterioso ",peecee,Classical
Keeping_It_Real_-_Kavi_Jezzie_Hockaday_spectrogram.png,Keeping It Real,Kavi Jezzie Hockaday,Folk / Acoustic
Snow_Queen_-_Cardinal_Line_spectrogram.png,Snow Queen,Cardinal Line,Electronic
Cephas_-_Bigger_Picture_spectrogram.png,Cephas,Bigger Picture,Electronic
Forest_-_B3B0CK (1)_spectrogram.png,Forest,B3B0CK (1),Electronic
Let_Go_-_Virgin_Joy_spectrogram.png,Let Go,Virgin Joy,Pop
Space_Ambient_-_StockXL (1)_spectrogram.png,Space Ambient,StockXL (1),Ambient
Lite_Saturation_-_Run_to_the_Dream_(Romantic_and_Beautiful_Background_Piano_Music)_spectrogram.png,Lite Saturation,Run to the Dream (Romantic and Beautiful Background Piano Music),Instrumental / Piano
Mykhailo_Shkredov_-_Desire_spectrogram.png,Mykhailo Shkredov,Desire,Electronic
This_is_the_End_-_Poor_Pie_spectrogram.png,This is the End,Poor Pie,Rock
Kissing_Streams_-_Rivers_and_Leafs_(2)_spectrogram.png,Kissing Streams,Rivers and Leafs (2),Ambient / Electronic
Gnosis_Hardware_-_Professor_Kliq (1)_spectrogram.png,Gnosis Hardware,Professor Kliq (1),Electronic
Two_Years_Away_-_Adam_Scott_York (1)_spectrogram.png,Two Years Away,Adam Scott York (1),Folk / Acoustic
Supergirl_-_Bod_(2)_spectrogram.png,Supergirl,Bod (2),Pop
Its_Alright_-_Caleb_Lemond (1)_spectrogram.png,Its Alright,Caleb Lemond (1),Folk
Outlandish_-_Double-F_The_King_spectrogram.png,Outlandish - Double,F The King,Hip-Hop
Drone_Ambient_-_TheQLon_spectrogram.png,Drone Ambient,TheQLon,Ambient
Memories_I_-_Asa_Taura (1)_spectrogram.png,Memories I,Asa Taura (1),Electronic
Filename,Song Title,Artist,Genre
Solteria_-_Lessky_spectrogram.png,Solteria,Lessky,Latin / Pop
Effects_of_Elevation_(Citizen_Prime_Remix)_-_revolutionvoid_spectrogram.png,Effects of Elevation (Citizen Prime Remix),revolutionvoid,Electronic
Secret_Beers_-_The_Spin_Wires_(2)_spectrogram.png,Secret Beers,The Spin Wires (2),Punk Rock
Sunday_-_Zist_spectrogram.png,Sunday,Zist,Electronic
On_The_Weekend_-_Paxton_Pennington_spectrogram.png,On The Weekend,Paxton Pennington,Pop
Molotov_Heart_-_radionowhere_spectrogram.png,Molotov Heart,radionowhere,Alternative Rock
Underground_-_George_Capon (2)_spectrogram.png,Underground,George Capon (2),Pop
M.V._Pogliaghi_-_Moonshining_(Improvviso_Op.#7)_spectrogram.png,M.V. Pogliaghi,Moonshining (Improvviso Op.#7),Classical / Piano
Everything_We_Wanted_-_Pure_Mids (1)_spectrogram.png,Everything We Wanted,Pure Mids (1),Indie Pop
I_Was_-_while_(3)_spectrogram.png,I Was,while (3),Electronic
Bradley_Peck_-_the_most_of_tonight_spectrogram.png,Bradley Peck,the most of tonight,Pop
No_Prayers_-_Pokki_DJ_(2) (2)_spectrogram.png,No Prayers,Pokki DJ (2) (2),Electronic
Love_truck_-_Jacky_Chiant_spectrogram.png,Love truck,Jacky Chiant,Rock
Force_-_Wordsmith_spectrogram.png,Force,Wordsmith,Hip-Hop
"Only_On_This_Planet_(feat._A_Bit_Advanced_Music,_Paradeigma)_-_Ogi_Feel_the_Beat_spectrogram.png","Only On This Planet (feat. A Bit Advanced Music, Paradeigma) ",Ogi Feel the Beat,Electronic
Gnosis_Hardware_-_Professor_Kliq_spectrogram.png,Gnosis Hardware,Professor Kliq,Electronic
Filename,Song Title,Artist,Genre
Control_-_samiebower_(2)_spectrogram.png,Control,samiebower (2),Alternative R&B
Macroform_-_Holding_Hands_spectrogram.png,Macroform,Holding Hands,Ambient / Electronic
Do_You_Ever_Feel_Sorry_-_the.madpix.project_spectrogram.png,Do You Ever Feel Sorry,the.madpix.project,Electronic
stillnoah_-_Love_Will_Save_The_World_spectrogram.png,stillnoah,Love Will Save The World,Pop
Godspeed_-__45. (1)_spectrogram.png,Godspeed, 45. (1),Alternative Rock
FREE21_-_MAGMA_(4)_spectrogram.png,FREE21,MAGMA (4),Hip-Hop
Funk_Soul_Full_-_Avalon_Audio_spectrogram.png,Funk Soul Full,Avalon Audio,Funk / Soul
All_The_Best_-_EJAY_IVAN_LAC_spectrogram.png,All The Best,EJAY IVAN LAC,Electronic
Meditation_Healing_432Hz_-_AudioWizard (1)_spectrogram.png,Meditation Healing 432Hz,AudioWizard (1),Ambient / Healing
That_Kid_-_Brain_Purist_spectrogram.png,That Kid,Brain Purist,Electronic
Igor_Pumphonia_-_Igor_Pumphonia_-_Deep_Inside_spectrogram.png,Igor Pumphonia - Igor Pumphonia,Deep Inside,Electronic / Chill
Someone_-_samiebower_(2)_spectrogram.png,Someone,samiebower (2),Alternative R&B
Mr_Peel_-_Let_It_Shine_spectrogram.png,Mr Peel,Let It Shine,Pop
Wild_Geese_-_Jill_Zimmerman_spectrogram.png,Wild Geese,Jill Zimmerman,Pop
Rising_Bones_-_Mr._Rock_spectrogram.png,Rising Bones,Mr. Rock,Rock
Beauty_of_the_sunset_-_Dan_Davies_spectrogram.png,Beauty of the sunset,Dan Davies,Pop / Rock
Oasis_-_Liv_Margaret_spectrogram.png,Oasis,Liv Margaret,Indie Pop
Two_-_Kinematic_spectrogram.png,Two,Kinematic,Indie Rock
Old_Russian_Waltz_#2___Romantic_Piano_Music_-_The_Piano_Lady_spectrogram.png,Old Russian Waltz #2   Romantic Piano Music,The Piano Lady,Classical / Piano
Revelation_-_Blue_Frequency_spectrogram.png,Revelation,Blue Frequency,Electronic
Heavy_Radio_-_theleague_spectrogram.png,Heavy Radio,theleague,Rock
StimiBeats_-_Full_Focus_(Meditation_Music)_spectrogram.png,StimiBeats,Full Focus (Meditation Music),Ambient / Meditation
Flybird_Audio_-_Yoga_Meditation_with_Rain_spectrogram.png,Flybird Audio,Yoga Meditation with Rain,Ambient / Meditation
Icebox_-_Pierce_Murphy_spectrogram.png,Icebox,Pierce Murphy,Pop
