REMEMBER_-_DR_GROOVE_GANG_spectrogram.png,REMEMBER,DR GROOVE GANG,Funk / Soul
Reminisce_feat._Blends.One_&_Chemist_(Prod._Blends.One)_-_El_J_spectrogram.png,Reminisce feat. Blends.One & Chemist (Prod. Blends.One),El J,Hip-Hop
Remy_Bourgeois_-_Road_Rage_spectrogram.png,Remy Bourgeois,Road Rage,Rock
RENAE_-_Glow_in_the_Dark_(Scorpio)_spectrogram.png,RENAE,Glow in the Dark (Scorpio),Pop / R&B
RENAE_-_Who_Were_You__(Sagittarius)_spectrogram.png,RENAE,Who Were You  (Sagittarius),Pop / R&B
Renatus_Cartesius_-_Un_Soir_Romantique_(Re-Recorded_Version)_spectrogram.png,Renatus Cartesius - Un Soir Romantique (Re,Recorded Version),Classical
Renè_Miller_-_Sunrise_spectrogram.png,Renè Miller,Sunrise,Pop
Restful_-_Solxis_(3)_spectrogram.png,Restful,Solxis (3),Ambient
Retrowave_Synthwave_-_KostiaDeep_spectrogram.png,Retrowave Synthwave,KostiaDeep,Synthwave / Electronic
Revelation_-_Blue_Frequency_spectrogram.png,Revelation,Blue Frequency,Electronic
Revolving_Door_(feat.Lusty_Apricot_&_Elle_Rose)_-_Tab_(2) (1)_spectrogram.png,Revolving Door (feat.Lusty Apricot & Elle Rose),Tab (2) (1),Electronic
Revolving_Door_(feat.Lusty_Apricot_&_Elle_Rose)_-_Tab_(2)_spectrogram.png,Revolving Door (feat.Lusty Apricot & Elle Rose),Tab (2),Electronic
Richard_Shekari_-_Oldest_Rock_spectrogram.png,Richard Shekari,Oldest Rock,Rock
Riffy_The_Rocker_-_Twangtastic_spectrogram.png,Riffy The Rocker,Twangtastic,Rock / Instrumental
Riff_n_Roll_-_Twangtastic_spectrogram.png,Riff n Roll,Twangtastic,Rock / Instrumental
Rising_Bones_-_Mr._Rock (1)_spectrogram.png,Rising Bones,Mr. Rock (1),Rock
Rising_Bones_-_Mr._Rock_spectrogram.png,Rising Bones,Mr. Rock,Rock
River_of_time_-_Pavel_Kraskoff_spectrogram.png,River of time,Pavel Kraskoff,Instrumental / Ambient
RIZA_music_-_Vertigo_spectrogram.png,RIZA music,Vertigo,Pop
RoadFighters_-_SYNTHESIA_(3)_spectrogram.png,RoadFighters,SYNTHESIA (3),Electronic / Synthwave
Rocket_Man_-_Michael_Ellis (1)_spectrogram.png,Rocket Man,Michael Ellis (1),Pop
Rocket_Man_-_Michael_Ellis_spectrogram.png,Rocket Man,Michael Ellis,Pop
Rock_n_roll_fairytale_-_Jack_amp_the_Lemons_spectrogram.png,Rock n roll fairytale,Jack amp the Lemons,Rock
Roentgen_-_Sonic_Radiation_(2)_spectrogram.png,Roentgen,Sonic Radiation (2),Electronic
Romantic_Piano_-_StockXL_spectrogram.png,Romantic Piano,StockXL,Instrumental / Piano
Romixon_-_Speed_-_Romixon_spectrogram.png,Romixon - Speed,Romixon,Electronic
Roots_-_galdson_spectrogram.png,Roots,galdson,World / Instrumental
Roses_(Taurus)_-_RENAE_spectrogram.png,Roses (Taurus),RENAE,Pop / R&B
Rosetta_-_Matteo_Manfredi_spectrogram.png,Rosetta,Matteo Manfredi,Instrumental
Royalty_Free_Music_-_Synthwave_Phonk_spectrogram.png,Royalty Free Music,Synthwave Phonk,Synthwave / Phonk
RS_Audio_-_Over_The_Skies_-_RS_Audio (1)_spectrogram.png,RS Audio - Over The Skies,RS Audio (1),Electronic
RS_Audio_-_Over_The_Skies_-_RS_Audio_spectrogram.png,RS Audio - Over The Skies,RS Audio,Electronic
Rules_Don't_Apply_-_Emerald_Park_spectrogram.png,Rules Don't Apply,Emerald Park,Indie Rock
Runaway_-_Back_On_Earth (1)_spectrogram.png,Runaway,Back On Earth (1),Alternative Rock
Runaway_-_Back_On_Earth_spectrogram.png,Runaway,Back On Earth,Alternative Rock
Runaway_-_Simillar_spectrogram.png,Runaway,Simillar,Pop
Runnin'_-_Square_a_Saw_spectrogram.png,Runnin',Square a Saw,Pop / Electronic


Filename,Song Title,Artist,Genre
S.C._Chris_-_Bad_spectrogram.png,S.C. Chris,Bad,Hip-Hop
Safety_Belt_-_The_Devil_Music_Co._(2)_spectrogram.png,Safety Belt,The Devil Music Co. (2),Rock
Same_Old_-_Bellevue_spectrogram.png,Same Old,Bellevue,Indie Rock
Samie_Bower_-_What_U_Be_Doin_spectrogram.png,Samie Bower,What U Be Doin,Alternative R&B
Savane_-_jean-pierre.saussac_spectrogram.png,Savane - jean,pierre.saussac,Instrumental / Ambient
Save_Me_(RVNS_Remix)_-_Back_On_Earth_spectrogram.png,Save Me (RVNS Remix),Back On Earth,Alternative Rock / Electronic
Save_Me_-_Back_On_Earth_spectrogram.png,Save Me,Back On Earth,Alternative Rock
Sayok_-_Echoes_from_Afar_spectrogram.png,Sayok,Echoes from Afar,Electronic / Ambient
Say_my_Name_-_shearer_spectrogram.png,Say my Name,shearer,Rock
Schattenspiele_-_ElfenKlang_spectrogram.png,Schattenspiele,ElfenKlang,Ambient / Electronic
Scotland_Is_Calling_-_Roy_Smiles_(3)_spectrogram.png,Scotland Is Calling,Roy Smiles (3),Folk
Seal_Lullabye_-_Kesakoo (1)_spectrogram.png,Seal Lullabye,Kesakoo (1),Ambient / Lullaby
Seal_Lullabye_-_Kesakoo_spectrogram.png,Seal Lullabye,Kesakoo,Ambient / Lullaby
Searching_for_Jim_-_Derk_BamBoo_spectrogram.png,Searching for Jim,Derk BamBoo,Electronic
Sea_Mines_(Feat._Sink600)_-_Tony_Bontana_spectrogram.png,Sea Mines (Feat. Sink600),Tony Bontana,Hip-Hop / Experimental
Secret_Beers_-_The_Spin_Wires_(2)_spectrogram.png,Secret Beers,The Spin Wires (2),Punk Rock
See_You_Again_-_Kavi_Jezzie_Hockaday_spectrogram.png,See You Again,Kavi Jezzie Hockaday,Folk / Acoustic
Sekosh_-_Day_Dream_spectrogram.png,Sekosh,Day Dream,Electronic / Chill
Sensitive_-_Infraction_spectrogram.png,Sensitive,Infraction,Electronic
Sentimental_-_GrayMic_spectrogram.png,Sentimental,GrayMic,Lo-fi / Hip-Hop
Sentimental_Romantic_Jazz_-_Alexey_Anisimov_(2)_spectrogram.png,Sentimental Romantic Jazz,Alexey Anisimov (2),Jazz
Shauna's_Theme_-_Jorgen_Kruse_spectrogram.png,Shauna's Theme,Jorgen Kruse,Instrumental / Ambient
She's_a_storm_-_Blooming_Memories_spectrogram.png,She's a storm,Blooming Memories,Alternative Rock
She_Bleeds_-_Unfactory_spectrogram.png,She Bleeds,Unfactory,Electronic
She_got_a_way_-_Nghtshft_spectrogram.png,She got a way,Nghtshft,R&B
ShinDiG_-_Elric_Virtuoso_spectrogram.png,ShinDiG,Elric Virtuoso,Electronic
Shon_Tha_Phenom_-_Alright_Anyway_Ft._Taelor_Gray_spectrogram.png,Shon Tha Phenom,Alright Anyway Ft. Taelor Gray,Hip-Hop
Shon_Tha_Phenom_-_Blink_Of_An_Eye_spectrogram.png,Shon Tha Phenom,Blink Of An Eye,Hip-Hop
Show_Me_-_AIRE (1)_spectrogram.png,Show Me,AIRE (1),Electronic
Show_Me_-_AIRE (2)_spectrogram.png,Show Me,AIRE (2),Electronic
Show_Me_-_AIRE_spectrogram.png,Show Me,AIRE,Electronic
Siarhei_Korbut_-_Sleepy_Drops_spectrogram.png,Siarhei Korbut,Sleepy Drops,Ambient
Signal_-_atomic.cat_spectrogram.png,Signal,atomic.cat,Electronic
Silence_-_LWSLH_spectrogram.png,Silence,LWSLH,Ambient
Silent_Tears_-_AIRE_spectrogram.png,Silent Tears,AIRE,Electronic
Simon_Armitage_-_Highland_Fayre_spectrogram.png,Simon Armitage,Highland Fayre,Folk
Singout_-_Charlie_Mosbrook_(2)_spectrogram.png,Singout,Charlie Mosbrook (2),Folk
Sin_miedo_-_Living_Camboya_spectrogram.png,Sin miedo,Living Camboya,Latin / Rock
Si_-_Arom_spectrogram.png,Si,Arom,Pop
Skank_Shift_-_larg.productions_spectrogram.png,Skank Shift,larg.productions,Reggae / Electronic
Skreedleess_-_With_me_(Original_MIx)_-_Skreedleess_spectrogram.png,Skreedleess - With me (Original MIx),Skreedleess,Electronic
Skyline_-_samiebower_(2)_spectrogram.png,Skyline,samiebower (2),Alternative R&B
Sleeping_Pills_&_Asteroids_-_The_Gasoline_Brothers_(2)_spectrogram.png,Sleeping Pills & Asteroids,The Gasoline Brothers (2),Rock
Sleep_-_Spa_Relax (1)_spectrogram.png,Sleep,Spa Relax (1),Ambient / Relaxation
Sleep_-_Spa_Relax_spectrogram.png,Sleep,Spa Relax,Ambient / Relaxation
Smoke_break_-_Dal_Studio_spectrogram.png,Smoke break,Dal Studio,Jazz / Instrumental
Smooth_-_tomislav.ocvirek_spectrogram.png,Smooth,tomislav.ocvirek,Jazz
Snow_Queen_-_Cardinal_Line (1)_spectrogram.png,Snow Queen,Cardinal Line (1),Electronic
Snow_Queen_-_Cardinal_Line_spectrogram.png,Snow Queen,Cardinal Line,Electronic
Soft_Piano_-_DmitriyTaras_(2)_spectrogram.png,Soft Piano,DmitriyTaras (2),Instrumental / Piano
Solace_-_macroform_spectrogram.png,Solace,macroform,Ambient
solemn_nocturne_-_Ilia_Kutepov_spectrogram.png,solemn nocturne,Ilia Kutepov,Classical
Solteria_-_Lessky_spectrogram.png,Solteria,Lessky,Latin / Pop
Somebody_Else_-_Back_On_Earth_spectrogram.png,Somebody Else,Back On Earth,Alternative Rock
Someone_-_samiebower_(2)_spectrogram.png,Someone,samiebower (2),Alternative R&B
Something_Happened_-_Paper_Clips_spectrogram.png,Something Happened,Paper Clips,Indie Rock
Something_that_-_BEARDMAN_spectrogram.png,Something that,BEARDMAN,Electronic
Sometimes_Things_Go_Wrong_-_Daniel_Guzman_spectrogram.png,Sometimes Things Go Wrong,Daniel Guzman,Rock
Song_Of_My_Life_-_Eliot_Feldman_spectrogram.png,Song Of My Life,Eliot Feldman,Pop
SoothSayer_(feat.bARTek)_-_Tab_(2)_spectrogram.png,SoothSayer (feat.bARTek),Tab (2),Electronic
SoulProdMusic_-_Snow_spectrogram.png,SoulProdMusic,Snow,Soul / Instrumental
So_Deep_Into_My_Heart_-_bessonnitsa_spectrogram.png,So Deep Into My Heart,bessonnitsa,Electronic
"So_Far_As_I_Know_-_Take_My_Hand,_We're_Gonna_Be_Fine_spectrogram.png",So Far As I Know," Take My Hand, We're Gonna Be Fine",Indie Pop
So_good_on_a_cold_evening._-_SERGO.TEL_spectrogram.png,So good on a cold evening.,SERGO.TEL,Electronic
Space_Ambient_-_StockXL (1)_spectrogram.png,Space Ambient,StockXL (1),Ambient
Space_Ambient_-_StockXL_spectrogram.png,Space Ambient,StockXL,Ambient
Space_Cyberpunk_-_Alexey_Anisimov_(2)_spectrogram.png,Space Cyberpunk,Alexey Anisimov (2),Electronic / Cyberpunk
"Spa_Music_-_Relax,_Mindfulness,_Yoga_-_matti.paalanen_spectrogram.png","Spa Music - Relax, Mindfulness, Yoga ",matti.paalanen,Ambient / Relaxation
Spell_-_Black_Siren_spectrogram.png,Spell,Black Siren,Rock
Spirit_of_Africa_-_gregoire.lourme_spectrogram.png,Spirit of Africa,gregoire.lourme,World / African
Springtime_Lovers_-_Chill_Guitar_Hip_Hop_Beat_Lounge_Vlog_(Full_Track)_-_Ronin_Production_spectrogram.png,Springtime Lovers - Chill Guitar Hip Hop Beat Lounge Vlog (Full Track),Ronin Production,Lo-fi Hip Hop
Square_a_Saw_-_Neon_Ghosts_spectrogram.png,Square a Saw,Neon Ghosts,Electronic / Synthwave
Stacks_-_Wordsmith_spectrogram.png,Stacks,Wordsmith,Hip-Hop
Standing_Still_-_EveryNowHere (1)_spectrogram.png,Standing Still,EveryNowHere (1),Electronic
Standing_Still_-_EveryNowHere_spectrogram.png,Standing Still,EveryNowHere,Electronic
Stand_Out_-_Double-F_The_King_spectrogram.png,Stand Out - Double,F The King,Hip-Hop
Stassia_-_Road_-_Stassia_spectrogram.png,Stassia - Road,Stassia,Pop
Stay_Up_-_All_My_Friends_Hate_Me (1)_spectrogram.png,Stay Up,All My Friends Hate Me (1),Indie Rock
Stay_Up_-_All_My_Friends_Hate_Me_spectrogram.png,Stay Up,All My Friends Hate Me,Indie Rock
Stefano_Mazzola_-_Angelo_della_speranza_(classic_trance)_spectrogram.png,Stefano Mazzola,Angelo della speranza (classic trance),Trance / Electronic
stillnoah_-_Love_Will_Save_The_World (1)_spectrogram.png,stillnoah,Love Will Save The World (1),Pop
stillnoah_-_Love_Will_Save_The_World_spectrogram.png,stillnoah,Love Will Save The World,Pop
StimiBeats_-_Full_Focus_(Meditation_Music)_spectrogram.png,StimiBeats,Full Focus (Meditation Music),Ambient / Meditation
StimiBeats_-_Mystical_River (1)_spectrogram.png,StimiBeats,Mystical River (1),Ambient
StimiBeats_-_Mystical_River_spectrogram.png,StimiBeats,Mystical River,Ambient
StimiBeats_-_Relaxing_Evening_(Meditation_Music)_spectrogram.png,StimiBeats,Relaxing Evening (Meditation Music),Ambient / Meditation
StimiBeats_-_Sunset_spectrogram.png,StimiBeats,Sunset,Ambient
Stingray_-_Lisofv_spectrogram.png,Stingray,Lisofv,Electronic
Straight_12_-_Stefan_Kartenberg_spectrogram.png,Straight 12,Stefan Kartenberg,Jazz
Strange_Things_-_Audio_Animals_Master_-__45._spectrogram.png,Strange Things - Audio Animals Master, 45.,Electronic
Streets_Of_Alesia_-_Back_On_Earth_spectrogram.png,Streets Of Alesia,Back On Earth,Alternative Rock
Stroke_-_Katana_Da_Don_spectrogram.png,Stroke,Katana Da Don,Hip-Hop
Stuck_-_Jahz_spectrogram.png,Stuck,Jahz,R&B
stuck_on_you_t1_-_Emmanuel1 (1)_spectrogram.png,stuck on you t1,Emmanuel1 (1),R&B
stuck_on_you_t1_-_Emmanuel1_spectrogram.png,stuck on you t1,Emmanuel1,R&B
STUMP_IT_-_J_Bert_(2)_spectrogram.png,STUMP IT,J Bert (2),Electronic
Stuttgart_-_Portrayal_spectrogram.png,Stuttgart,Portrayal,Indie Rock
summertimewav_-_emceelynx_spectrogram.png,summertimewav,emceelynx,Hip-Hop
Summer_-_Michael_Ellis_spectrogram.png,Summer,Michael Ellis,Pop
Sunday_-_Zist_spectrogram.png,Sunday,Zist,Electronic
Sunrise_in_Limbo_-_Lofi_-_Pavle_spectrogram.png,Sunrise in Limbo - Lofi,Pavle,Lo-fi
Sunseed_(feat.Jade_Gritty)_-_Tab_(2)_spectrogram.png,Sunseed (feat.Jade Gritty),Tab (2),Electronic
Sunset_-_Sweed_beats_spectrogram.png,Sunset,Sweed beats,Lo-fi / Hip-Hop
Supergirl_-_Bod_(2)_spectrogram.png,Supergirl,Bod (2),Pop
Sway_-_Aquarius_Blue (1)_spectrogram.png,Sway,Aquarius Blue (1),R&B
Sway_-_Aquarius_Blue_spectrogram.png,Sway,Aquarius Blue,R&B
Sweed_Beats_-_Morning_-_Sweed_beats_spectrogram.png,Sweed Beats - Morning,Sweed beats,Lo-fi
Sweet_Goodbye_-_Hot_Fiction (1)_spectrogram.png,Sweet Goodbye,Hot Fiction (1),Rock
Sweet_Goodbye_-_Hot_Fiction_spectrogram.png,Sweet Goodbye,Hot Fiction,Rock
Sweet_Soul_Musik_-_DR_GROOVE_GANG_spectrogram.png,Sweet Soul Musik,DR GROOVE GANG,Soul / Funk
Syberia_-_GroovyVoxx_spectrogram.png,Syberia,GroovyVoxx,Electronic
Symphony_No._5_-_daniel.bautista_spectrogram.png,Symphony No. 5,daniel.bautista,Classical / Rock
Séisme_-_Jose_Konda_spectrogram.png,Séisme,Jose Konda,Electronic

Filename,Song Title,Artist,Genre
Tab_-_Secret_of_Mana_(feat._AURC)_spectrogram.png,Tab,Secret of Mana (feat. AURC),Electronic / Chiptune
Take_Down_The_Sun_-_State_Shirt_(2)_spectrogram.png,Take Down The Sun,State Shirt (2),Indie Electronic / Lo-fi
Take_me_down_the_hills_-_Bob_Rocket_music_(2)_spectrogram.png,Take me down the hills,Bob Rocket music (2),Folk / Acoustic
Take_Our_Time_-_Square_a_Saw_spectrogram.png,Take Our Time,Square a Saw,Pop / Electronic
Take_Time_-_Square_a_Saw_spectrogram.png,Take Time,Square a Saw,Pop / Electronic
Tale_of_a_lifetime_(feat._Luca_Calabrese)_-_FeelX_(2)_spectrogram.png,Tale of a lifetime (feat. Luca Calabrese),FeelX (2),Progressive Rock
Talk_a_Little_-_samiebower_(2)_spectrogram.png,Talk a Little,samiebower (2),Alternative R&B
Talk_It_Out_-_samiebower_(2)_spectrogram.png,Talk It Out,samiebower (2),Alternative R&B
Tapetunes_-_Sea_Breath (1)_spectrogram.png,Tapetunes,Sea Breath (1),Ambient / Electronic
Tapetunes_-_Sea_Breath_spectrogram.png,Tapetunes,Sea Breath,Ambient / Electronic
Taxi_-_Soul-Prod_spectrogram.png,Taxi - Soul,Prod,Soul / R&B
TazDev_-_Chill_Lounge_Lofi_Beat_spectrogram.png,TazDev,Chill Lounge Lofi Beat,Lo-fi / Chill
Tell_Me_-_samiebower_(2)_spectrogram.png,Tell Me,samiebower (2),Alternative R&B
Tell_the_Time_-_Exmiranda_spectrogram.png,Tell the Time,Exmiranda,Pop
Tercer_Tiempo_-_Gustavo_Crochenci_spectrogram.png,Tercer Tiempo,Gustavo Crochenci,Latin / Instrumental
That's_What_They_All_Say_-_samiebower_(2)_spectrogram.png,That's What They All Say,samiebower (2),Alternative R&B
That_Kid_-_Brain_Purist_spectrogram.png,That Kid,Brain Purist,Electronic
That_morning_-_Mr.DeVo_spectrogram.png,That morning,Mr.DeVo,Jazz / Instrumental
thebesticando_-_naturalbody2_spectrogram.png,thebesticando,naturalbody2,Electronic / Experimental
They_-_ChillPanic_spectrogram.png,They,ChillPanic,Chill / Electronic
They_Come_At_Night_-_Hands_of_Attrition_spectrogram.png,They Come At Night,Hands of Attrition,Metal / Rock
The_Bridge_-_Skulastic_spectrogram.png,The Bridge,Skulastic,Electronic
The_Countdown_Pt_II_-_The_Victory_Drive_spectrogram.png,The Countdown Pt II,The Victory Drive,Rock
The_Cross_-_Mary_And_The_Ram_spectrogram.png,The Cross,Mary And The Ram,Alternative Rock
The_Deep_-_Anitek_spectrogram.png,The Deep,Anitek,Electronic / Hip-Hop
The_Fire_That_Burns_Inside_-_Lower_Loveday_spectrogram.png,The Fire That Burns Inside,Lower Loveday,Indie Rock
The_Flood_-_BLC_MIRROR_CLB (1)_spectrogram.png,The Flood,BLC MIRROR CLB (1),Electronic
The_Flood_-_BLC_MIRROR_CLB (2)_spectrogram.png,The Flood,BLC MIRROR CLB (2),Electronic
The_Flood_-_BLC_MIRROR_CLB_spectrogram.png,The Flood,BLC MIRROR CLB,Electronic
The_Freedom_is_in_the_Falling_-_Kavi_Jezzie_Hockaday_spectrogram.png,The Freedom is in the Falling,Kavi Jezzie Hockaday,Folk / Acoustic
The_Girl_I_Haven't_Met_-_DreamHeaven_spectrogram.png,The Girl I Haven't Met,DreamHeaven,Ambient / Electronic
The_Golden_Moons_-_Early_Morning_Serenity__Nature_Ambience_spectrogram.png,The Golden Moons,Early Morning Serenity  Nature Ambience,Ambient / New Age
The_Golden_Moons_-_Warm_Celestial_Psychedelic_Texture_spectrogram.png,The Golden Moons,Warm Celestial Psychedelic Texture,Psychedelic / Ambient
The_Grand_Paris_Express_-_Caitlin_MacNamara_spectrogram.png,The Grand Paris Express,Caitlin MacNamara,Pop
The_House_that_leaves_you_always_wanting_more_-_Monkeyland_(2)_spectrogram.png,The House that leaves you always wanting more,Monkeyland (2),Alternative Rock
The_Jazz_-_Aurbanni_spectrogram.png,The Jazz,Aurbanni,Jazz
The_Little_Robot_-_Forget_the_Whale_(2)_spectrogram.png,The Little Robot,Forget the Whale (2),Indie Rock
The_Mountain_-_Meditation (1)_spectrogram.png,The Mountain,Meditation (1),Ambient / Meditation
The_Mountain_-_Meditation_spectrogram.png,The Mountain,Meditation,Ambient / Meditation
The_Reason_-_Hakim_Bar_Veg_Elk_spectrogram.png,The Reason,Hakim Bar Veg Elk,Hip-Hop
The_Sean_Moon_Band_-_Out_Here_spectrogram.png,The Sean Moon Band,Out Here,Rock
The_Second_Son_-_Caleb_Lemond_spectrogram.png,The Second Son,Caleb Lemond,Folk
The_Secret_-_Eliot_Feldman_spectrogram.png,The Secret,Eliot Feldman,Pop
The_Silhouet_-_Get_Around_spectrogram.png,The Silhouet,Get Around,Indie Pop
The_southern_train_-_beemaztar_spectrogram.png,The southern train,beemaztar,Folk / Instrumental
The_Spin_Wires_-_Goodbar_Good_Night_spectrogram.png,The Spin Wires,Goodbar Good Night,Punk Rock
The_Spin_Wires_-_Into_The_Night_spectrogram.png,The Spin Wires,Into The Night,Punk Rock
The_stars_are_shining_bright_-_Bob_Rocket_music_(2)_spectrogram.png,The stars are shining bright,Bob Rocket music (2),Folk / Acoustic
The_Sun_and_The_Rain_(instrumental_version)_-_DD88_spectrogram.png,The Sun and The Rain (instrumental version),DD88,Instrumental / Electronic
The_Tester_-_Dave_Foster_(2)_spectrogram.png,The Tester,Dave Foster (2),Rock
The_Ultimate_Paradox_-_Ianwill_spectrogram.png,The Ultimate Paradox,Ianwill,Electronic
The_Vow_-_Spread_Some_Love_spectrogram.png,The Vow,Spread Some Love,Pop
The_Waiting_Room_-_Tab_(2)_spectrogram.png,The Waiting Room,Tab (2),Electronic
The_Woods_fea_Mauro_Castucci_-_Man_On_The_Sea_-_The_woods_spectrogram.png,The Woods fea Mauro Castucci - Man On The Sea,The woods,Rock
This_is_the_End_-_Poor_Pie_spectrogram.png,This is the End,Poor Pie,Rock
This_Is_War_-_AIRE (1)_spectrogram.png,This Is War,AIRE (1),Electronic
This_Is_War_-_AIRE_spectrogram.png,This Is War,AIRE,Electronic
This_Lo-Fi_-_Perfect_Choice_Stuff_spectrogram.png,This Lo-Fi,Perfect Choice Stuff,Lo-fi
Thoughtless_and_Proud_-_Color_Out_spectrogram.png,Thoughtless and Proud,Color Out,Rock
Through_My_Eyes_(Gemini)_-_RENAE_spectrogram.png,Through My Eyes (Gemini),RENAE,Pop / R&B
Thursday_-_TheQLon_spectrogram.png,Thursday,TheQLon,Electronic
Time_-_Raab_Christian_(4)_spectrogram.png,Time,Raab Christian (4),Pop
Time_Is_a_Fire_-_The_Spin_Wires_(2)_spectrogram.png,Time Is a Fire,The Spin Wires (2),Punk Rock
Toca_-_Beliano_Ad_spectrogram.png,Toca,Beliano Ad,Latin
Tom_Orlando_-_Over_You_spectrogram.png,Tom Orlando,Over You,Pop
Toujours_l'enfant_cherche_sa_mère_-_KAENEL_spectrogram.png,Toujours l'enfant cherche sa mère,KAENEL,Pop
Toy_Factory_-_FiluAndDina_(3)_spectrogram.png,Toy Factory,FiluAndDina (3),Electronic / Experimental
To_Care_-_Arto_Kumanto_(2)_spectrogram.png,To Care,Arto Kumanto (2),Folk
Trabajas_-_RamRom_(2)_spectrogram.png,Trabajas,RamRom (2),Latin / Pop
Travel_(k21)_-_avanea_spectrogram.png,Travel (k21),avanea,Electronic
Travel_-_Soul-Prod_spectrogram.png,Travel - Soul,Prod,Soul / R&B
Tree_-_unVoid_spectrogram.png,Tree,unVoid,Alternative Rock
Triplexity_-_Invited_(with_Jennifer_Greer)_-_Triplexity_spectrogram.png,Triplexity - Invited (with Jennifer Greer),Triplexity,Jazz / Electronic
Triumphant_-_Axl_amp_Arth (1)_spectrogram.png,Triumphant,Axl amp Arth (1),Electronic
Triumphant_-_Axl_amp_Arth (2)_spectrogram.png,Triumphant,Axl amp Arth (2),Electronic
Triumphant_-_Axl_amp_Arth_spectrogram.png,Triumphant,Axl amp Arth,Electronic
Trust_-_Tom_Orlando_spectrogram.png,Trust,Tom Orlando,Pop
Try_Me_On_-_Paxton_Pennington_spectrogram.png,Try Me On,Paxton Pennington,Pop
Tv_Food_and_Fast_Vision_-_The_MARXMALLOWS_(2)_spectrogram.png,Tv Food and Fast Vision,The MARXMALLOWS (2),Punk / Rock
TwinSilver_-_Si_j'dois_mourir_demain_(Audio)_-_TwinSilver_spectrogram.png,TwinSilver - Si j'dois mourir demain (Audio),TwinSilver,Hip-Hop
Twisted_Fantasies_-_KostiaDeep_spectrogram.png,Twisted Fantasies,KostiaDeep,Electronic / Deep House
Two_-_Kinematic (1)_spectrogram.png,Two,Kinematic (1),Indie Rock
Two_-_Kinematic_spectrogram.png,Two,Kinematic,Indie Rock
Two_Years_Away_-_Adam_Scott_York (1)_spectrogram.png,Two Years Away,Adam Scott York (1),Folk / Acoustic
Two_Years_Away_-_Adam_Scott_York_spectrogram.png,Two Years Away,Adam Scott York,Folk / Acoustic
Typical_-_Tab_(2) (1)_spectrogram.png,Typical,Tab (2) (1),Electronic
Typical_-_Tab_(2)_spectrogram.png,Typical,Tab (2),Electronic


Filename,Song Title,Artist,Genre
Undercover_-_Neon_NiteClub_(2)_spectrogram.png,Undercover,Neon NiteClub (2),Synthpop / Electronic Pop
underground_-_AKS_amp_El_project_(2)_spectrogram.png,underground,AKS amp El project (2),Electronic
Underground_-_George_Capon (1)_spectrogram.png,Underground,George Capon (1),Indie Pop
Underground_-_George_Capon (2)_spectrogram.png,Underground,George Capon (2),Indie Pop
Underground_-_George_Capon_spectrogram.png,Underground,George Capon,Indie Pop
Until_Tonight_-_Back_On_Earth_spectrogram.png,Until Tonight,Back On Earth,Alternative Rock / Pop Rock
Venetian_Blinds_-_Ping_Pong_Club_spectrogram.png,Venetian Blinds,Ping Pong Club,Indie Pop
Venus_Girl_-_The_Vow_spectrogram.png,Venus Girl,The Vow,Pop Rock
Venu_d'ailleurs_-_Laurent_Danis (1)_spectrogram.png,Venu d'ailleurs,Laurent Danis (1),Instrumental / Ambient
Venu_d'ailleurs_-_Laurent_Danis_spectrogram.png,Venu d'ailleurs,Laurent Danis,Instrumental / Ambient
Vinyl_Blast_-_Am_I_Free_-_Vinyl_Blast_spectrogram.png,Vinyl Blast - Am I Free,Vinyl Blast,Electronic
Vinyl_Blast_-_Don't_Kill_Me_-_Vinyl_Blast (1)_spectrogram.png,Vinyl Blast - Don't Kill Me,Vinyl Blast (1),Electronic
Vinyl_Blast_-_Don't_Kill_Me_-_Vinyl_Blast_spectrogram.png,Vinyl Blast - Don't Kill Me,Vinyl Blast,Electronic
Violent_revenge_-_Darkshine_spectrogram.png,Violent revenge,Darkshine,Electronic / Synthwave
Virus_-_Infraction_spectrogram.png,Virus,Infraction,Electronic
Visitors_-_Linturaven_spectrogram.png,Visitors,Linturaven,Synthwave / Electronic
Vito_De_Curl_-_Bluesy_Bucket_By_the_Rolls (1)_spectrogram.png,Vito De Curl,Bluesy Bucket By the Rolls (1),Blues Rock
Vito_De_Curl_-_Bluesy_Bucket_By_the_Rolls_spectrogram.png,Vito De Curl,Bluesy Bucket By the Rolls,Blues Rock
Vito_De_Curl_-_Droll_spectrogram.png,Vito De Curl,Droll,Rock
Vizio_di_Forma_+_Silente_-_Viziodiforma (1)_spectrogram.png,Vizio di Forma + Silente,Viziodiforma (1),Alternative Rock
Vizio_di_Forma_+_Silente_-_Viziodiforma_spectrogram.png,Vizio di Forma + Silente,Viziodiforma,Alternative Rock
Vlog_Hip_Hop_(Full_Version)_-_Ivan_Ryzhko_spectrogram.png,Vlog Hip Hop (Full Version),Ivan Ryzhko,Hip Hop
Volemos_Juntos_Piano_solo_Instrumental_-_DalCuore_spectrogram.png,Volemos Juntos Piano solo Instrumental,DalCuore,Instrumental Piano
v_etom_momente_-_kbkbts._spectrogram.png,v etom momente,kbkbts.,Boom Bap / Hip Hop


Filename,Song Title,Artist,Genre
Undercover_-_Neon_NiteClub_(2)_spectrogram.png,Undercover,Neon NiteClub (2),Synthpop / Electronic Pop
underground_-_AKS_amp_El_project_(2)_spectrogram.png,underground,AKS amp El project (2),Electronic
